project,issue_status,issue_num,comment type,,,,
lightning,Closed,#10760,Modified,,,,
lightning,Closed,#10760,Solved,,,,
lightning,Closed,#9220,Commented,,,,
lightning,Closed,#9220,Commented,,,,
lightning,Closed,#9220,Commented,,,,
lightning,Closed,#9220,Commented,,,,
lightning,Closed,#9220,Commented,,,,
lightning,Closed,#9220,Commented,,,,
lightning,Closed,#9220,Commented,,,,
lightning,Closed,#9220,Commented,,,,
lightning,Closed,#9220,Modified,,,,
lightning,Closed,#9220,Solved,,,,
lightning,Closed,#9220,Solved,,,,
lightning,Closed,#9220,Modified,,,,
lightning,Closed,#9220,Modified,,,,
lightning,Closed,#9220,Modified,,,,
lightning,Closed,#9220,Closed,,,,
malmo,Closed,#431,Modified,,,,
malmo,Closed,#431,Modified,,,,
malmo,Closed,#431,Commented,,,,
malmo,Closed,#431,Commented,,,,
malmo,Closed,#431,Commented,,,,
malmo,Closed,#431,Commented,,,,
malmo,Closed,#431,Modified,,,,
malmo,Closed,#431,Closed,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Commented,,,,
spaCy,Closed,#5405,Modified,,,,
spaCy,Closed,#5405,Modified,,,,
spaCy,Closed,#5405,Modified,,,,
spaCy,Closed,#5405,Closed,,,,
spaCy,Closed,#5405,Modified,,,,
spaCy,Closed,#5405,Closed,,,,
spaCy,Closed,#5405,Modified,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Commented,,,,
MONAI,Closed,#3482,Modified,,,,
MONAI,Closed,#3482,Modified,,,,
MONAI,Closed,#3482,Modified,,,,
MONAI,Closed,#3482,Modified,,,,
MONAI,Closed,#3482,Modified,,,,
MONAI,Closed,#3482,Solved,,,,
MONAI,Closed,#3482,Solved,,,,
MONAI,Closed,#3482,Modified,,,,
MONAI,Closed,#3482,Modified,,,,
MONAI,Closed,#3482,Solved,,,,
MONAI,Closed,#3482,Solved,,,,
MONAI,Closed,#3482,Solved,,,,
MONAI,Closed,#3482,Solved,,,,
MONAI,Closed,#3482,Modified,,,,
MONAI,Closed,#3482,Modified,,,,
MONAI,Closed,#3482,Modified,,,,
MONAI,Closed,#3482,Solved,,,,
MONAI,Closed,#3482,Solved,,,,
MONAI,Closed,#3482,Closed,,,,
spaCy,Closed,#4046,Commented,,,,
spaCy,Closed,#4046,Commented,,,,
spaCy,Closed,#4046,Commented,,,,
spaCy,Closed,#4046,Commented,,,,
spaCy,Closed,#4046,Commented,,,,
spaCy,Closed,#4046,Commented,,,,
spaCy,Closed,#4046,Modified,,,,
spaCy,Closed,#4046,Modified,,,,
spaCy,Closed,#4046,Modified,,,,
spaCy,Closed,#4046,Closed,,,,
spaCy,Closed,#4046,Modified,,,,
spaCy,Closed,#4046,Modified,,,,
spaCy,Closed,#1471,Commented,,,,
spaCy,Closed,#1471,Commented,,,,
spaCy,Closed,#1471,Commented,,,,
spaCy,Closed,#1471,Commented,,,,
spaCy,Closed,#1471,Commented,,,,
spaCy,Closed,#1471,Commented,,,,
spaCy,Closed,#1471,Commented,,,,
spaCy,Closed,#1471,Commented,,,,
spaCy,Closed,#1471,Commented,,,,
spaCy,Closed,#1471,Commented,,,,
spaCy,Closed,#1471,Modified,,,,
spaCy,Closed,#1471,Modified,,,,
spaCy,Closed,#1471,Modified,,,,
spaCy,Closed,#1471,Modified,,,,
spaCy,Closed,#1471,Closed,,,,
spaCy,Closed,#1471,Modified,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Commented,,,,
spaCy,Closed,#3356,Modified,,,,
spaCy,Closed,#3356,Modified,,,,
spaCy,Closed,#3356,Modified,,,,
spaCy,Closed,#3356,Modified,,,,
spaCy,Closed,#3356,Modified,,,,
spaCy,Closed,#3356,Modified,,,,
spaCy,Closed,#3356,Modified,,,,
spaCy,Closed,#3356,Modified,,,,
spaCy,Closed,#3356,Solved,,,,
spaCy,Closed,#3356,Solved,,,,
spaCy,Closed,#3356,Modified,,,,
spaCy,Closed,#3356,Modified,,,,
spaCy,Closed,#3356,Modified,,,,
susi.ai,Closed,#1632,Commented,,,,
susi.ai,Closed,#1632,Modified,,,,
susi.ai,Closed,#1632,Solved,,,,
susi.ai,Closed,#1632,Modified,,,,
susi.ai,Closed,#1632,Solved,,,,
susi.ai,Closed,#1632,Modified,,,,
susi.ai,Closed,#1632,Modified,,,,
firefox-voice,Open,#950,Commented,,,,
firefox-voice,Open,#950,Commented,,,,
firefox-voice,Open,#950,Modified,,,,
firefox-voice,Open,#950,Modified,,,,
firefox-voice,Open,#950,Modified,,,,
firefox-voice,Open,#950,Modified,,,,
firefox-voice,Open,#950,Modified,,,,
A-Hackers-AI-Voice-Assistant,Open,#77,Commented,,,,
datasets,Open,#433,Commented,,,,
datasets,Open,#433,Commented,,,,
datasets,Open,#433,Commented,,,,
datasets,Open,#433,Commented,,,,
susi_server,Closed,#632,Commented,,,,
susi_server,Closed,#632,Commented,,,,
susi_server,Closed,#632,Commented,,,,
susi_server,Closed,#632,Solved,,,,
susi_server,Closed,#632,Solved,,,,
A-Hackers-AI-Voice-Assistant,Open,#102,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#102,Commented,,,,
firefox-voice,Open,#359,Commented,,,,
firefox-voice,Open,#359,Commented,,,,
firefox-voice,Open,#359,Commented,,,,
firefox-voice,Open,#359,Commented,,,,
firefox-voice,Open,#359,Commented,,,,
firefox-voice,Open,#359,Commented,,,,
firefox-voice,Open,#359,Commented,,,,
firefox-voice,Open,#359,Commented,,,,
firefox-voice,Open,#359,Modified,,,,
firefox-voice,Open,#359,Modified,,,,
A-Hackers-AI-Voice-Assistant,Open,#30,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#30,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#30,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#30,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#30,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#30,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#30,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#30,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#30,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#53,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#25,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#25,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#21,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#21,Commented,,,,
A-Hackers-AI-Voice-Assistant,Open,#21,Commented,,,,
AI,Open,#19,Commented,,,,
aimybox-android-assistant,Open,#63,Commented,,,,
aimybox-android-assistant,Open,#63,Commented,,,,
aimybox-android-assistant,Open,#63,Commented,,,,
aimybox-android-assistant,Open,#63,Commented,,,,
aimybox-android-assistant,Open,#63,Commented,,,,
aimybox-android-assistant,Open,#61,Commented,,,,
aimybox-android-assistant,Open,#61,Commented,,,,
aimybox-android-assistant,Open,#61,Modified,,,,
aimybox-android-assistant,Open,#61,Commented,,,,
aimybox-android-assistant,Open,#61,Commented,,,,
aimybox-android-assistant,Open,#61,Commented,,,,
alan-sdk-flutter,Open,#12,Commented,,,,
alan-sdk-flutter,Open,#12,Commented,,,,
alan-sdk-flutter,Open,#12,Modified,,,,
AirSim,Open,#4197,Commented,,,,
AirSim,Open,#4197,Commented,,,,
AirSim,Open,#4197,Commented,,,,
AirSim,Open,#4197,Commented,,,,
AirSim,Open,#4197,Commented,,,,
AirSim,Open,#4197,Commented,,,,
AirSim,Open,#4197,Modified,,,,
AirSim,Open,#4197,Modified,,,,
alan-sdk-ionic,Open,#25,Commented,,,,
alan-sdk-ionic,Open,#25,Commented,,,,
alan-sdk-ionic,Open,#25,Commented,,,,
alan-sdk-ionic,Open,#25,Modified,,,,
alan-sdk-ionic,Open,#23,Commented,,,,
alan-sdk-ionic,Open,#23,Commented,,,,
alan-sdk-ionic,Open,#23,Commented,,,,
alan-sdk-ionic,Open,#23,Commented,,,,
alan-sdk-ionic,Open,#23,Commented,,,,
alan-sdk-ionic,Open,#23,Commented,,,,
alan-sdk-ionic,Open,#23,Commented,,,,
alan-sdk-ionic,Open,#23,Commented,,,,
alan-sdk-ionic,Open,#23,Commented,,,,
alan-sdk-ionic,Open,#23,Modified,,,,
alan-sdk-web,Open,#50,Commented,,,,
alan-sdk-web,Open,#34,Commented,,,,
alan-sdk-web,Open,#34,Commented,,,,
alan-sdk-web,Open,#34,Modified,,,,
alan-sdk-web,Open,#34,Modified,,,,
botpress,Open,#5718,Commented,,,,
botpress,Open,#5718,Commented,,,,
botpress,Open,#5718,Commented,,,,
botpress,Open,#5718,Commented,,,,
botpress,Open,#5718,Modified,,,,
airflow,Open,#22532,Commented,,,,
airflow,Open,#22532,Commented,,,,
airflow,Open,#22532,Modified,,,,
airflow,Open,#22532,Commented,,,,
airflow,Open,#22532,Commented,,,,
airflow,Open,#22532,Commented,,,,
airflow,Open,#22532,Commented,,,,
airflow,Open,#22532,Commented,,,,
airflow,Open,#22532,Commented,,,,
airflow,Open,#22532,Modified,,,,
airflow,Open,#22532,Solved,,,,
botpress,Open,#5714,Commented,,,,
botpress,Open,#5714,Modified,,,,
annyang,Open,#446,Commented,,,,
annyang,Open,#445,Commented,,,,
annyang,Open,#445,Commented,,,,
annyang,Open,#441,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Commented,,,,
AirSim,Open,#2955,Modified,,,,
AirSim,Open,#2955,Modified,,,,
AirSim,Open,#2955,Modified,,,,
AirSim,Open,#2955,Modified,,,,
AirSim,Open,#2955,Modified,,,,
AirSim,Open,#2955,Solved,,,,
AirSim,Open,#2955,Modified,,,,
annyang,Open,#439,Commented,,,,
annyang,Open,#438,Commented,,,,
annyang,Open,#436,Commented,,,,
annyang,Open,#435,Commented,,,,
annyang,Open,#393,Commented,,,,
annyang,Open,#346,Commented,,,,
annyang,Open,#346,Commented,,,,
annyang,Open,#313,Commented,,,,
annyang,Open,#313,Commented,,,,
annyang,Open,#313,Commented,,,,
annyang,Open,#313,Commented,,,,
annyang,Open,#313,Commented,,,,
annyang,Open,#313,Commented,,,,
annyang,Open,#313,Commented,,,,
annyang,Open,#313,Commented,,,,
carla,Closed,#5641,Commented,,,,
carla,Closed,#5641,Commented,,,,
carla,Closed,#5641,Modified,,,,
carla,Closed,#5641,Modified,,,,
carla,Closed,#5641,Modified,,,,
carla,Closed,#5641,Commented,,,,
carla,Closed,#5641,Closed,,,,
annyang,Open,#288,Commented,,,,
datasets,Closed,#4634,Commented,,,,
datasets,Closed,#4634,Commented,,,,
datasets,Closed,#4634,Closed,,,,
datasets,Open,#4163,Commented,,,,
datasets,Open,#4163,Commented,,,,
datasets,Open,#4163,Commented,,,,
datasets,Open,#4163,Commented,,,,
datasets,Open,#4163,Commented,,,,
datasets,Open,#4163,Commented,,,,
datasets,Open,#4163,Modified,,,,
datasets,Open,#3978,Commented,,,,
datasets,Open,#3978,Commented,,,,
datasets,Open,#3978,Commented,,,,
datasets,Open,#3978,Commented,,,,
datasets,Open,#3978,Modified,,,,
datasets,Open,#3978,Modified,,,,
datasets,Open,#3978,Modified,,,,
datasets,Open,#3978,Modified,,,,
datasets,Open,#3978,Modified,,,,
carla,Open,#1585,Commented,,,,
carla,Open,#1585,Commented,,,,
carla,Open,#1585,Commented,,,,
carla,Open,#1585,Commented,,,,
carla,Open,#1585,Commented,,,,
carla,Open,#1585,Modified,,,,
carla,Open,#1585,Modified,,,,
datasets,Open,#4776,Commented,,,,
datasets,Open,#4776,Commented,,,,
datasets,Open,#4776,Commented,,,,
datasets,Open,#4776,Modified,,,,
datasets,Open,#4776,Modified,,,,
datasets,Open,#4776,Modified,,,,
datasets,Open,#4776,Modified,,,,
datasets,Open,#4776,Solved,,,,
datasets,Open,#4776,Modified,,,,
datasets,Open,#3720,Commented,,,,
datasets,Open,#3720,Commented,,,,
datasets,Open,#3720,Commented,,,,
datasets,Open,#3720,Commented,,,,
datasets,Open,#3720,Commented,,,,
datasets,Open,#3720,Commented,,,,
datasets,Open,#3720,Commented,,,,
datasets,Open,#3720,Commented,,,,
datasets,Open,#3720,Modified,,,,
datasets,Open,#3720,Modified,,,,
datasets,Open,#3909,Commented,,,,
datasets,Open,#3909,Commented,,,,
datasets,Open,#3909,Commented,,,,
datasets,Open,#3909,Commented,,,,
datasets,Open,#3909,Commented,,,,
datasets,Open,#3909,Commented,,,,
datasets,Open,#3909,Commented,,,,
datasets,Open,#3909,Commented,,,,
datasets,Open,#3909,Modified,,,,
carla,Open,#4089,Commented,,,,
carla,Open,#4089,Commented,,,,
carla,Open,#4089,Commented,,,,
carla,Open,#4089,Commented,,,,
carla,Open,#4089,Commented,,,,
carla,Open,#4089,Commented,,,,
carla,Open,#4089,Commented,,,,
carla,Open,#4089,Commented,,,,
carla,Open,#4089,Commented,,,,
carla,Open,#4089,Modified,,,,
carla,Open,#4089,Modified,,,,
carla,Open,#4089,Modified,,,,
carla,Open,#4089,Modified,,,,
datasets,Open,#3577,Commented,,,,
datasets,Open,#3577,Modified,,,,
datasets,Open,#3577,Modified,,,,
datasets,Open,#3393,Commented,,,,
datasets,Open,#3393,Modified,,,,
datasets,Open,#3393,Modified,,,,
datasets,Open,#2730,Commented,,,,
datasets,Open,#2730,Commented,,,,
datasets,Open,#2730,Commented,,,,
datasets,Open,#2730,Commented,,,,
datasets,Open,#2730,Modified,,,,
datasets,Open,#2730,Solved,,,,
datasets,Open,#2730,Modified,,,,
esp-va-sdk,Open,#166,Commented,,,,
esp-va-sdk,Open,#166,Commented,,,,
esp-va-sdk,Open,#166,Commented,,,,
esp-va-sdk,Open,#166,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Commented,,,,
datasets,Closed,#3663,Modified,,,,
datasets,Closed,#3663,Modified,,,,
datasets,Closed,#3663,Modified,,,,
datasets,Closed,#3663,Modified,,,,
datasets,Closed,#3663,Solved,,,,
datasets,Closed,#3663,Solved,,,,
datasets,Closed,#3663,Closed,,,,
datasets,Closed,#3663,Solved,,,,
esp-va-sdk,Open,#164,Commented,,,,
esp-va-sdk,Open,#164,Commented,,,,
esp-va-sdk,Open,#164,Commented,,,,
esp-va-sdk,Open,#164,Commented,,,,
esp-va-sdk,Open,#164,Commented,,,,
esp-va-sdk,Open,#164,Commented,,,,
esp-va-sdk,Open,#164,Commented,,,,
esp-skainet,Closed,#48,Commented,,,,
esp-skainet,Closed,#48,Modified,,,,
esp-skainet,Closed,#48,Commented,,,,
esp-skainet,Closed,#48,Commented,,,,
esp-skainet,Closed,#48,Commented,,,,
esp-skainet,Closed,#48,Commented,,,,
esp-skainet,Closed,#48,Commented,,,,
esp-skainet,Closed,#48,Commented,,,,
esp-skainet,Closed,#48,Commented,,,,
esp-skainet,Closed,#48,Commented,,,,
esp-skainet,Closed,#48,Modified,,,,
esp-skainet,Closed,#48,Modified,,,,
esp-skainet,Closed,#48,Closed,,,,
esp-va-sdk,Open,#160,Commented,,,,
esp-va-sdk,Open,#160,Commented,,,,
esp-va-sdk,Open,#160,Modified,,,,
esp-va-sdk,Open,#155,Commented,,,,
esp-va-sdk,Open,#155,Commented,,,,
esp-va-sdk,Open,#155,Commented,,,,
esp-va-sdk,Open,#155,Commented,,,,
esp-va-sdk,Open,#155,Commented,,,,
esp-va-sdk,Open,#155,Commented,,,,
esp-va-sdk,Open,#155,Commented,,,,
esp-va-sdk,Open,#155,Commented,,,,
esp-va-sdk,Open,#155,Commented,,,,
esp-va-sdk,Open,#155,Commented,,,,
esp-va-sdk,Open,#155,Modified,,,,
esp-va-sdk,Open,#161,Commented,,,,
esp-va-sdk,Open,#161,Commented,,,,
esp-va-sdk,Open,#161,Modified,,,,
esp-va-sdk,Open,#161,Commented,,,,
esp-va-sdk,Open,#161,Modified,,,,
esp-va-sdk,Open,#161,Commented,,,,
esp-va-sdk,Open,#161,Commented,,,,
esp-va-sdk,Open,#161,Modified,,,,
esp-va-sdk,Open,#161,Commented,,,,
esp-va-sdk,Open,#161,Commented,,,,
esp-va-sdk,Open,#161,Commented,,,,
esp-va-sdk,Open,#161,Commented,,,,
esp-va-sdk,Open,#151,Commented,,,,
esp-va-sdk,Open,#151,Commented,,,,
esp-va-sdk,Open,#151,Commented,,,,
esp-va-sdk,Open,#151,Commented,,,,
esp-va-sdk,Open,#151,Commented,,,,
esp-va-sdk,Open,#151,Commented,,,,
esp-va-sdk,Open,#151,Commented,,,,
esp-va-sdk,Open,#151,Commented,,,,
esp-va-sdk,Open,#151,Closed,,,,
esp-va-sdk,Open,#151,Modified,,,,
esp-va-sdk,Open,#143,Commented,,,,
esp-va-sdk,Open,#132,Commented,,,,
esp-va-sdk,Open,#132,Commented,,,,
esp-va-sdk,Open,#132,Commented,,,,
esp-va-sdk,Open,#132,Commented,,,,
esp-va-sdk,Open,#132,Commented,,,,
esp-va-sdk,Open,#117,Commented,,,,
esp-va-sdk,Open,#117,Commented,,,,
esp-va-sdk,Open,#115,Commented,,,,
esp-va-sdk,Open,#113,Commented,,,,
esp-va-sdk,Open,#113,Commented,,,,
esp-va-sdk,Open,#113,Modified,,,,
esp-va-sdk,Open,#107,Commented,,,,
esp-va-sdk,Open,#107,Commented,,,,
esp-va-sdk,Open,#107,Commented,,,,
esp-va-sdk,Open,#106,Commented,,,,
esp-va-sdk,Open,#106,Commented,,,,
esp-va-sdk,Open,#106,Commented,,,,
esp-va-sdk,Open,#102,Commented,,,,
esp-va-sdk,Open,#102,Commented,,,,
esp-va-sdk,Open,#102,Commented,,,,
esp-va-sdk,Open,#102,Commented,,,,
esp-va-sdk,Open,#102,Commented,,,,
esp-va-sdk,Open,#93,Commented,,,,
esp-va-sdk,Open,#93,Commented,,,,
esp-va-sdk,Open,#93,Commented,,,,
esp-va-sdk,Open,#93,Commented,,,,
esp-va-sdk,Open,#93,Modified,,,,
esp-va-sdk,Open,#93,Commented,,,,
esp-va-sdk,Open,#83,Modified,,,,
esp-va-sdk,Open,#83,Modified,,,,
esp-va-sdk,Open,#78,Commented,,,,
esp-va-sdk,Open,#78,Commented,,,,
esp-va-sdk,Open,#78,Commented,,,,
fairseq,Open,#4045,Commented,,,,
fairseq,Open,#4045,Commented,,,,
fairseq,Open,#4045,Commented,,,,
fairseq,Open,#4045,Commented,,,,
fairseq,Open,#4045,Modified,,,,
esp-va-sdk,Open,#68,Commented,,,,
esp-va-sdk,Open,#68,Commented,,,,
esp-va-sdk,Open,#68,Commented,,,,
firefox-voice,Open,#1908,Commented,,,,
firefox-voice,Open,#1908,Commented,,,,
firefox-voice,Open,#1900,Commented,,,,
firefox-voice,Open,#1900,Modified,,,,
firefox-voice,Open,#1907,Commented,,,,
FRIDAY,Open,#3,Commented,,,,
FRIDAY,Open,#3,Commented,,,,
FRIDAY,Open,#3,Commented,,,,
FRIDAY,Open,#3,Commented,,,,
FRIDAY,Open,#3,Commented,,,,
FRIDAY,Open,#3,Commented,,,,
FRIDAY,Open,#3,Commented,,,,
FRIDAY,Open,#3,Modified,,,,
FRIDAY,Open,#3,Modified,,,,
FRIDAY,Open,#3,Modified,,,,
FRIDAY,Open,#3,Modified,,,,
FRIDAY,Open,#3,Modified,,,,
FRIDAY,Open,#3,Modified,,,,
FRIDAY,Open,#4,Commented,,,,
FRIDAY,Open,#4,Commented,,,,
FRIDAY,Open,#4,Commented,,,,
FRIDAY,Open,#4,Commented,,,,
FRIDAY,Open,#4,Commented,,,,
FRIDAY,Open,#4,Commented,,,,
FRIDAY,Open,#4,Commented,,,,
FRIDAY,Open,#4,Commented,,,,
FRIDAY,Open,#4,Modified,,,,
FRIDAY,Open,#4,Modified,,,,
firefox-voice,Open,#1898,Commented,,,,
firefox-voice,Open,#1913,Commented,,,,
firefox-voice,Open,#1913,Commented,,,,
firefox-voice,Open,#1913,Commented,,,,
firefox-voice,Open,#1913,Commented,,,,
firefox-voice,Open,#1913,Commented,,,,
firefox-voice,Open,#1913,Commented,,,,
