project,issue type,issue_status,issue_num,user_name,datetime,comment type,related_issue,issue_url,,,
susi.ai,Functional,Closed,#2532,fragm3,12-Jul-19,Commented,,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#2532,fragm3,12-Jul-19,Commented,,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#2532,akshatnitd,12-Jul-19,Commented,,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#2532,fragm3,12-Jul-19,Modified,,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#2532,fragm3,12-Jul-19,Modified,,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#2532,fragm3,12-Jul-19,Modified,,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#2532,fragm3,13-Jul-19,Modified,,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#2532,fragm3,13-Jul-19,Solved,#2537,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#2532,fragm3,13-Jul-19,Modified,,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#2532,fragm3,13-Jul-19,Modified,,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#2532,mariobehling,13-Jul-19,Solved,,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#2532,mariobehling,13-Jul-19,Modified,,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#2532,pulkit1joshi,20-Jan-20,Modified,,https://github.com/fossasia/susi.ai/issues/2532,,,
susi.ai,Functional,Closed,#9,daminisatya,21-Jul-16,Commented,,https://github.com/fossasia/susi.ai/issues/9,,,
susi.ai,Functional,Closed,#9,mariobehling,21-Jul-16,Commented,,https://github.com/fossasia/susi.ai/issues/9,,,
susi.ai,Functional,Closed,#9,daminisatya,21-Jul-16,Commented,,https://github.com/fossasia/susi.ai/issues/9,,,
susi.ai,Functional,Closed,#9,mariobehling,21-Jul-16,Commented,,https://github.com/fossasia/susi.ai/issues/9,,,
susi.ai,Functional,Closed,#9,daminisatya,4-Aug-16,Commented,,https://github.com/fossasia/susi.ai/issues/9,,,
susi.ai,Functional,Closed,#9,mariobehling,4-Aug-16,Commented,,https://github.com/fossasia/susi.ai/issues/9,,,
susi.ai,Functional,Closed,#9,daminisatya,21-Jul-16,Modified,,https://github.com/fossasia/susi.ai/issues/9,,,
susi.ai,Functional,Closed,#9,daminisatya,21-Jul-16,Modified,,https://github.com/fossasia/susi.ai/issues/9,,,
susi.ai,Functional,Closed,#9,Orbiter,28-Aug-16,Modified,,https://github.com/fossasia/susi.ai/issues/9,,,
susi.ai,Functional,Closed,#9,mariobehling,10-May-17,Closed,,https://github.com/fossasia/susi.ai/issues/9,,,
cvat,Display,Open,#3875,H-Shafiei,7-Nov-21,Commented,,https://github.com/opencv/cvat/issues/3875,,,
cvat,Display,Open,#3875,nmanovic,7-Nov-21,Commented,,https://github.com/opencv/cvat/issues/3875,,,
cvat,Display,Open,#3875,WiktorAdamczyk1,11-Nov-21,Commented,,https://github.com/opencv/cvat/issues/3875,,,
cvat,Display,Open,#3875,pharrellyhy,16-Feb-22,Commented,,https://github.com/opencv/cvat/issues/3875,,,
cvat,Display,Open,#3875,Errin890,9-Sep-22,Commented,,https://github.com/opencv/cvat/issues/3875,,,
cvat,Display,Open,#3875,nmanovic,7-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3875,,,
cvat,Display,Open,#3875,bsekachev,12-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3875,,,
cvat,Display,Open,#3875,nmanovic,12-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3875,,,
cvat,Display,Open,#3875,nmanovic,12-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3875,,,
cvat,Display,Open,#3875,nmanovic,19-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3875,,,
cvat,Display,Open,#3875,Errin890,13-Sep-22,Modified,#4945,https://github.com/opencv/cvat/issues/3875,,,
cvat,Functional,Open,#3128,summeroff,25-Apr-21,Commented,,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,ActiveChooN,21-May-21,Commented,,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,summeroff,21-May-21,Commented,,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,ActiveChooN,28-May-21,Commented,,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,azhavoro,26-Apr-21,Modified,,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,ActiveChooN,20-May-21,Modified,,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,ActiveChooN,21-May-21,Solved,#3223,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,ActiveChooN,21-May-21,Modified,,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,bsekachev,25-May-21,Solved,,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,ActiveChooN,28-May-21,Modified,,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,ActiveChooN,28-May-21,Modified,,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,ActiveChooN,18-Nov-21,Solved,#3910,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,nmanovic,23-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Open,#3128,nmanovic,23-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3128,,,
cvat,Functional,Closed,#3843,troycarlson,29-Oct-21,Commented,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,troycarlson,27-Nov-21,Commented,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,troycarlson,29-Oct-21,Modified,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,nmanovic,31-Oct-21,Modified,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,nmanovic,31-Oct-21,Modified,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,nmanovic,31-Oct-21,Modified,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,nmanovic,3-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,nmanovic,3-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,nmanovic,3-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,nmanovic,3-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,ActiveChooN,18-Nov-21,Solved,#3910,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,nmanovic,19-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,nmanovic,19-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,bsekachev,26-Nov-21,Solved,,https://github.com/opencv/cvat/issues/3843,,,
cvat,Functional,Closed,#3843,,26-Nov-21,Modified,,https://github.com/opencv/cvat/issues/3843,,,
gluon-cv,Functional,Open,#1633,gradientsky,17-Mar-21,Commented,,https://github.com/dmlc/gluon-cv/issues/1633,,,
gluon-cv,Functional,Open,#1633,gradientsky,17-Mar-21,Solved,awslabs/autogluon#1002,https://github.com/dmlc/gluon-cv/issues/1633,,,
gluon-cv,Functional,Open,#1633,zhreshold,25-Mar-21,Modified,,https://github.com/dmlc/gluon-cv/issues/1633,,,
gluon-cv,Functional,Open,#1633,zhreshold,25-Mar-21,Modified,,https://github.com/dmlc/gluon-cv/issues/1633,,,
gluon-cv,Functional,Open,#1122,chinakook,24-Dec-19,Commented,,https://github.com/dmlc/gluon-cv/issues/1122,,,
gluon-cv,Functional,Open,#1122,zhreshold,30-Dec-19,Commented,,https://github.com/dmlc/gluon-cv/issues/1122,,,
gluon-cv,Functional,Open,#1122,zhreshold,3-Jan-20,Commented,,https://github.com/dmlc/gluon-cv/issues/1122,,,
gluon-cv,Functional,Open,#1122,zhreshold,30-Dec-19,Modified,,https://github.com/dmlc/gluon-cv/issues/1122,,,
fiftyone,Functional,Open,#2005,saraswat40,18-Aug-22,Commented,,https://github.com/voxel51/fiftyone/issues/2005,,,
fiftyone,Functional,Open,#2005,saraswat40,19-Aug-22,Commented,,https://github.com/voxel51/fiftyone/issues/2005,,,
fiftyone,Functional,Open,#2005,saraswat40,18-Aug-22,Modified,,https://github.com/voxel51/fiftyone/issues/2005,,,
fiftyone,Functional,Open,#2005,brimoor,8-Sep-22,Modified,,https://github.com/voxel51/fiftyone/issues/2005,,,
fiftyone,Display,Open,#1995,brimoor,11-Aug-22,Commented,,https://github.com/voxel51/fiftyone/issues/1995,,,
fiftyone,Display,Open,#1995,brimoor,11-Aug-22,Modified,,https://github.com/voxel51/fiftyone/issues/1995,,,
fiftyone,Display,Open,#1995,brimoor,17-Aug-22,Modified,,https://github.com/voxel51/fiftyone/issues/1995,,,
fiftyone,Functional,Open,#1988,brimoor,8-Aug-22,Commented,,https://github.com/voxel51/fiftyone/issues/1988,,,
fiftyone,Functional,Open,#1988,brimoor,21-Aug-22,Commented,,https://github.com/voxel51/fiftyone/issues/1988,,,
fiftyone,Functional,Open,#1988,brimoor,8-Aug-22,Modified,,https://github.com/voxel51/fiftyone/issues/1988,,,
fiftyone,Functional,Open,#1988,Anddraca,8-Aug-22,Modified,,https://github.com/voxel51/fiftyone/issues/1988,,,
fiftyone,Functional,Open,#1988,gorogm,23-Aug-22,Modified,#1499,https://github.com/voxel51/fiftyone/issues/1988,,,
fiftyone,Switch Control,Open,#1948,ritch,15-Jul-22,Commented,,https://github.com/voxel51/fiftyone/issues/1948,,,
fiftyone,Switch Control,Open,#1948,ritch,15-Jul-22,Modified,,https://github.com/voxel51/fiftyone/issues/1948,,,
fiftyone,Display,Open,#1561,r0f1,23-Jan-22,Commented,,https://github.com/voxel51/fiftyone/issues/1561,,,
fiftyone,Display,Open,#1561,benjaminpkane,27-Jan-22,Commented,,https://github.com/voxel51/fiftyone/issues/1561,,,
fiftyone,Display,Open,#1561,r0f1,23-Jan-22,Modified,,https://github.com/voxel51/fiftyone/issues/1561,,,
fiftyone,Functional,Open,#1539,wongsinglam,14-Jan-22,Commented,,https://github.com/voxel51/fiftyone/issues/1539,,,
fiftyone,Functional,Open,#1539,wongsinglam,14-Jan-22,Modified,,https://github.com/voxel51/fiftyone/issues/1539,,,
fiftyone,Switch Control,Open,#350,brimoor,6-Aug-20,Commented,,https://github.com/voxel51/fiftyone/issues/350,,,
fiftyone,Switch Control,Open,#350,lethosor,6-Aug-20,Commented,,https://github.com/voxel51/fiftyone/issues/350,,,
fiftyone,Switch Control,Open,#350,brimoor,6-Aug-20,Commented,,https://github.com/voxel51/fiftyone/issues/350,,,
fiftyone,Switch Control,Open,#350,brimoor,6-Aug-20,Modified,,https://github.com/voxel51/fiftyone/issues/350,,,
fiftyone,Switch Control,Open,#350,brimoor,6-Aug-20,Modified,,https://github.com/voxel51/fiftyone/issues/350,,,
fiftyone,Switch Control,Open,#350,lethosor,12-Nov-20,Modified,,https://github.com/voxel51/fiftyone/issues/350,,,
ParlAI,Functional,Open,#2184,stephenroller,19-Nov-19,Commented,,https://github.com/facebookresearch/ParlAI/issues/2184,,,
ParlAI,Functional,Open,#2184,github-actions,2-Jun-20,Commented,,https://github.com/facebookresearch/ParlAI/issues/2184,,,
ParlAI,Functional,Open,#2184,stephenroller,19-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2184,,,
ParlAI,Functional,Open,#2184,stephenroller,19-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2184,,,
ParlAI,Functional,Open,#2184,stephenroller,19-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2184,,,
ParlAI,Functional,Open,#2184,stephenroller,25-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2184,,,
ParlAI,Functional,Open,#2184,stephenroller,20-Dec-19,Modified,#2228,https://github.com/facebookresearch/ParlAI/issues/2184,,,
ParlAI,Functional,Open,#2184,github-actions,2-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2184,,,
ParlAI,Functional,Open,#2184,github-actions,2-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2184,,,
ParlAI,Functional,Open,#2184,stephenroller,2-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2184,,,
ParlAI,Functional,Open,#2184,stephenroller,2-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2184,,,
fiftyone,Functional,Open,#472,brimoor,28-Aug-20,Commented,,https://github.com/voxel51/fiftyone/issues/472,,,
fiftyone,Functional,Open,#472,brimoor,28-Aug-20,Commented,,https://github.com/voxel51/fiftyone/issues/472,,,
fiftyone,Functional,Open,#472,lethosor,28-Aug-20,Commented,,https://github.com/voxel51/fiftyone/issues/472,,,
fiftyone,Functional,Open,#472,brimoor,28-Aug-20,Modified,,https://github.com/voxel51/fiftyone/issues/472,,,
fiftyone,Functional,Open,#472,lethosor,28-Aug-20,Modified,,https://github.com/voxel51/fiftyone/issues/472,,,
fiftyone,Functional,Open,#472,brimoor,28-Aug-20,Modified,#139,https://github.com/voxel51/fiftyone/issues/472,,,
fiftyone,Functional,Open,#472,brimoor,21-Sep-20,Modified,,https://github.com/voxel51/fiftyone/issues/472,,,
fiftyone,Functional,Open,#472,brimoor,21-Sep-20,Modified,,https://github.com/voxel51/fiftyone/issues/472,,,
ParlAI,Functional,Open,#4579,ajyl,9-Jun-22,Commented,,https://github.com/facebookresearch/ParlAI/issues/4579,,,
ParlAI,Functional,Open,#4579,ajyl,9-Jun-22,Commented,,https://github.com/facebookresearch/ParlAI/issues/4579,,,
ParlAI,Functional,Open,#4579,github-actions,9-Jul-22,Commented,,https://github.com/facebookresearch/ParlAI/issues/4579,,,
ParlAI,Functional,Open,#4579,github-actions,9-Jul-22,Modified,,https://github.com/facebookresearch/ParlAI/issues/4579,,,
ParlAI,Functional,Open,#4579,klshuster,13-Jul-22,Modified,,https://github.com/facebookresearch/ParlAI/issues/4579,,,
ParlAI,Functional,Open,#2221,jaseweston,24-Nov-19,Commented,,https://github.com/facebookresearch/ParlAI/issues/2221,,,
ParlAI,Functional,Open,#2221,github-actions,2-Jun-20,Commented,,https://github.com/facebookresearch/ParlAI/issues/2221,,,
ParlAI,Functional,Open,#2221,dianaglzrico,9-Jun-20,Commented,,https://github.com/facebookresearch/ParlAI/issues/2221,,,
ParlAI,Functional,Open,#2221,jaseweston,24-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2221,,,
ParlAI,Functional,Open,#2221,stephenroller,25-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2221,,,
ParlAI,Functional,Open,#2221,stephenroller,20-Dec-19,Modified,#2228,https://github.com/facebookresearch/ParlAI/issues/2221,,,
ParlAI,Functional,Open,#2221,github-actions,2-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2221,,,
ParlAI,Functional,Open,#2221,github-actions,2-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2221,,,
ParlAI,Functional,Open,#2221,stephenroller,2-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2221,,,
ParlAI,Functional,Open,#2221,stephenroller,2-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2221,,,
ParlAI,Functional,Open,#2221,dianaglzrico,9-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2221,,,
ParlAI,Functional,Open,#2215,stephenroller,23-Nov-19,Commented,,https://github.com/facebookresearch/ParlAI/issues/2215,,,
ParlAI,Functional,Open,#2215,github-actions,2-Jun-20,Commented,,https://github.com/facebookresearch/ParlAI/issues/2215,,,
ParlAI,Functional,Open,#2215,stephenroller,23-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2215,,,
ParlAI,Functional,Open,#2215,stephenroller,23-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2215,,,
ParlAI,Functional,Open,#2215,stephenroller,20-Dec-19,Modified,#2228,https://github.com/facebookresearch/ParlAI/issues/2215,,,
ParlAI,Functional,Open,#2215,github-actions,2-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2215,,,
ParlAI,Functional,Open,#2215,github-actions,2-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2215,,,
ParlAI,Functional,Open,#2215,stephenroller,2-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2215,,,
ParlAI,Functional,Open,#2215,stephenroller,2-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2215,,,
ParlAI,Functional,Closed,#2222,stephenroller,25-Nov-19,Commented,,https://github.com/facebookresearch/ParlAI/issues/2222,,,
ParlAI,Functional,Closed,#2222,stephenroller,9-May-20,Commented,,https://github.com/facebookresearch/ParlAI/issues/2222,,,
ParlAI,Functional,Closed,#2222,stephenroller,25-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2222,,,
ParlAI,Functional,Closed,#2222,stephenroller,20-Dec-19,Modified,#2228,https://github.com/facebookresearch/ParlAI/issues/2222,,,
ParlAI,Functional,Closed,#2222,stephenroller,9-May-20,Closed,,https://github.com/facebookresearch/ParlAI/issues/2222,,,
ParlAI,Functional,Closed,#2222,stephenroller,9-May-20,Modified,#2103,https://github.com/facebookresearch/ParlAI/issues/2222,,,
ParlAI,Functional,Closed,#2163,stephenroller,18-Nov-19,Commented,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,stephenroller,18-Nov-19,Commented,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,stephenroller,18-Nov-19,Commented,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,github-actions,6-Jun-20,Commented,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,stephenroller,6-Jun-20,Commented,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,stephenroller,18-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,stephenroller,19-Nov-19,Modified,#2174,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,stephenroller,19-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,stephenroller,19-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,stephenroller,25-Nov-19,Modified,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,stephenroller,20-Dec-19,Modified,#2228,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,domrigoglioso,30-Apr-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,github-actions,6-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,stephenroller,6-Jun-20,Modified,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#2163,stephenroller,6-Jun-20,Closed,,https://github.com/facebookresearch/ParlAI/issues/2163,,,
ParlAI,Functional,Closed,#904,stephenroller,22-Jun-18,Commented,,https://github.com/facebookresearch/ParlAI/issues/904,,,
ParlAI,Functional,Closed,#904,stephenroller,23-Jul-18,Commented,,https://github.com/facebookresearch/ParlAI/issues/904,,,
ParlAI,Functional,Closed,#904,stephenroller,22-Jun-18,Modified,,https://github.com/facebookresearch/ParlAI/issues/904,,,
ParlAI,Functional,Closed,#904,alexholdenmiller,9-Jul-18,Modified,,https://github.com/facebookresearch/ParlAI/issues/904,,,
ParlAI,Functional,Closed,#904,alexholdenmiller,18-Jul-18,Modified,,https://github.com/facebookresearch/ParlAI/issues/904,,,
ParlAI,Functional,Closed,#904,alexholdenmiller,18-Jul-18,Modified,,https://github.com/facebookresearch/ParlAI/issues/904,,,
ParlAI,Functional,Closed,#904,stephenroller,26-Jul-18,Closed,,https://github.com/facebookresearch/ParlAI/issues/904,,,
ParlAI,Functional,Closed,#904,,26-Jul-18,Modified,,https://github.com/facebookresearch/ParlAI/issues/904,,,
Naomi,Functional,Open,#340,aaronchantrill,6-Aug-21,Commented,,https://github.com/NaomiProject/Naomi/issues/340,,,
Naomi,Functional,Open,#340,aaronchantrill,10-Dec-21,Commented,,https://github.com/NaomiProject/Naomi/issues/340,,,
Naomi,Functional,Open,#340,aaronchantrill,19-Sep-21,Modified,,https://github.com/NaomiProject/Naomi/issues/340,,,
Naomi,Functional,Open,#265,fracpete,27-Apr-20,Commented,,https://github.com/NaomiProject/Naomi/issues/265,,,
Naomi,Functional,Open,#265,aaronchantrill,28-Apr-20,Commented,,https://github.com/NaomiProject/Naomi/issues/265,,,
Naomi,Functional,Open,#265,fracpete,30-Apr-20,Commented,,https://github.com/NaomiProject/Naomi/issues/265,,,
Naomi,Functional,Open,#265,aaronchantrill,1-May-20,Commented,,https://github.com/NaomiProject/Naomi/issues/265,,,
Naomi,Functional,Open,#265,aaronchantrill,4-May-20,Commented,,https://github.com/NaomiProject/Naomi/issues/265,,,
Naomi,Functional,Open,#265,fracpete,4-May-20,Commented,,https://github.com/NaomiProject/Naomi/issues/265,,,
Naomi,Functional,Open,#265,aaronchantrill,4-May-20,Commented,,https://github.com/NaomiProject/Naomi/issues/265,,,
Naomi,Functional,Open,#265,aaronchantrill,4-May-20,Modified,,https://github.com/NaomiProject/Naomi/issues/265,,,
Naomi,Functional,Open,#265,AustinCasteel,30-Aug-20,Modified,,https://github.com/NaomiProject/Naomi/issues/265,,,
Naomi,Functional,Open,#265,aaronchantrill,20-Sep-21,Modified,,https://github.com/NaomiProject/Naomi/issues/265,,,
susi_server,Functional,Closed,#632,abishekvashok,20-Dec-17,Commented,,https://github.com/fossasia/susi_server/issues/632,,,
susi_server,Functional,Closed,#632,RahulMetre03,21-Dec-17,Commented,,https://github.com/fossasia/susi_server/issues/632,,,
susi_server,Functional,Closed,#632,abishekvashok,21-Dec-17,Commented,,https://github.com/fossasia/susi_server/issues/632,,,
susi_server,Functional,Closed,#632,abishekvashok,20-Dec-17,Solved,#635,https://github.com/fossasia/susi_server/issues/632,,,
susi_server,Functional,Closed,#632,the-dagger,30-Dec-17,Solved,,https://github.com/fossasia/susi_server/issues/632,,,
susi_server,Switch Control,Closed,#707,Nikmachine,7-May-18,Commented,,https://github.com/fossasia/susi_server/issues/707,,,
susi_server,Switch Control,Closed,#707,Orbiter,7-May-18,Commented,,https://github.com/fossasia/susi_server/issues/707,,,
susi_server,Switch Control,Closed,#707,Nikmachine,7-May-18,Commented,,https://github.com/fossasia/susi_server/issues/707,,,
susi_server,Switch Control,Closed,#707,Nikmachine,19-May-18,Commented,,https://github.com/fossasia/susi_server/issues/707,,,
susi_server,Switch Control,Closed,#707,mariobehling,14-Jun-18,Closed,,https://github.com/fossasia/susi_server/issues/707,,,
ItChat,Functional,Closed,#547,yuanfengyun,7-Nov-17,Modified,,https://github.com/littlecodersh/ItChat/issues/547,,,
ItChat,Functional,Closed,#547,Fmajor,17-Nov-17,Commented,,https://github.com/littlecodersh/ItChat/issues/547,,,
ItChat,Functional,Closed,#547,littlecodersh,15-Dec-17,Modified,,https://github.com/littlecodersh/ItChat/issues/547,,,
ItChat,Functional,Closed,#547,littlecodersh,15-Dec-17,Closed,,https://github.com/littlecodersh/ItChat/issues/547,,,
ItChat,Functional,Closed,#547,littlecodersh,15-Dec-17,Modified,,https://github.com/littlecodersh/ItChat/issues/547,,,
ItChat,Functional,Closed,#408,hsmj1412,12-Jun-17,Commented,,https://github.com/littlecodersh/ItChat/issues/408,,,
ItChat,Functional,Closed,#408,littlecodersh,27-Jun-17,Modified,,https://github.com/littlecodersh/ItChat/issues/408,,,
ItChat,Functional,Closed,#408,littlecodersh,27-Jun-17,Closed,,https://github.com/littlecodersh/ItChat/issues/408,,,
ItChat,Functional,Closed,#408,littlecodersh,27-Jun-17,Modified,,https://github.com/littlecodersh/ItChat/issues/408,,,
ItChat,Functional,Closed,#430,JanzenLiu,27-Jun-17,Commented,,https://github.com/littlecodersh/ItChat/issues/430,,,
ItChat,Functional,Closed,#430,littlecodersh,20-Sep-17,Modified,,https://github.com/littlecodersh/ItChat/issues/430,,,
ItChat,Functional,Closed,#430,littlecodersh,20-Sep-17,Closed,,https://github.com/littlecodersh/ItChat/issues/430,,,
ItChat,Functional,Closed,#430,littlecodersh,20-Sep-17,Modified,,https://github.com/littlecodersh/ItChat/issues/430,,,
labelImg,Display,Open,#907,brr53,2-Jul-22,Commented,,https://github.com/heartexlabs/labelImg/issues/907,,,
labelImg,Display,Open,#904,cptDUNN,29-Jun-22,Commented,,https://github.com/heartexlabs/labelImg/issues/904,,,
labelImg,Functional,Open,#883,impleotv,17-May-22,Commented,,https://github.com/heartexlabs/labelImg/issues/883,,,
labelImg,Functional,Open,#877,Evannuo,4-May-22,Commented,,https://github.com/heartexlabs/labelImg/issues/877,,,
labelImg,Functional,Open,#876,Evannuo,4-May-22,Commented,,https://github.com/heartexlabs/labelImg/issues/876,,,
labelImg,Functional,Open,#876,lhtuling,15-May-22,Commented,,https://github.com/heartexlabs/labelImg/issues/876,,,
labelImg,Functional,Open,#828,karantai,7-Dec-21,Commented,,https://github.com/heartexlabs/labelImg/issues/828,,,
labelImg,Functional,Open,#828,pletnes,24-Jan-22,Commented,,https://github.com/heartexlabs/labelImg/issues/828,,,
labelImg,Functional,Open,#646,yerimeeee98,17-Sep-20,Commented,,https://github.com/heartexlabs/labelImg/issues/646,,,
labelImg,Functional,Open,#581,1hulyo,23-Apr-20,Commented,,https://github.com/heartexlabs/labelImg/issues/581,,,
labelImg,Switch Control,Open,#194,mrgloom,7-Nov-17,Commented,,https://github.com/heartexlabs/labelImg/issues/194,,,
labelImg,Switch Control,Open,#194,tzutalin,17-Nov-17,Commented,,https://github.com/heartexlabs/labelImg/issues/194,,,
labelImg,Switch Control,Open,#194,mrgloom,17-Nov-17,Commented,,https://github.com/heartexlabs/labelImg/issues/194,,,
labelImg,Switch Control,Open,#194,luoyetx,7-Dec-17,Commented,,https://github.com/heartexlabs/labelImg/issues/194,,,
labelImg,Switch Control,Open,#194,cooli7wa,30-Jul-18,Commented,,https://github.com/heartexlabs/labelImg/issues/194,,,
labelImg,Switch Control,Open,#194,mrgloom,17-Nov-17,Modified,wkentaro/labelme#37,https://github.com/heartexlabs/labelImg/issues/194,,,
labelImg,Switch Control,Open,#194,vdalv,24-May-18,Modified,,https://github.com/heartexlabs/labelImg/issues/194,,,
labelImg,Switch Control,Open,#194,rjdbcm,25-Apr-19,Modified,,https://github.com/heartexlabs/labelImg/issues/194,,,
labelImg,Display,Closed,#860,YanivHollander,24-Mar-22,Commented,,https://github.com/heartexlabs/labelImg/issues/860,,,
labelImg,Display,Closed,#860,YanivHollander,24-Mar-22,Modified,,https://github.com/heartexlabs/labelImg/issues/860,,,
labelImg,Display,Closed,#860,breunigs,11-Jun-22,Modified,,https://github.com/heartexlabs/labelImg/issues/860,,,
